policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,fuel_type,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,gear_box,steering_type,turning_radius,length,width,height,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,is_claim,narrative,claim_amount,image_prompt,image_filename
0.6374789135888562,0.1657681175556831,0.5222950119229837,C12,8588,1,B1,M8,Petrol,K10C,2,No,Yes,No,Yes,No,Drum,997,3,Manual,5,Power,4.997622549058392,3650,1620,1672,1341,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I am extremely disappointed and frustrated with the recent denial of my auto insurance claim, despite providing all necessary documentation and evidence of the damage to my vehicle. Your company's lack of transparency and failure to consider the facts of the case has left me feeling helpless and without the financial support I need to get back on the road.""",1953.44,a photo of a car with damage,sample_10.jpg
1.1213031699589944,0.009749638914282,0.5034735168717156,C5,34834,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1198,4,Automatic,5,Electric,4.84714554559904,3990,1742,1500,1406,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I am extremely dissatisfied with my experience with your company after my vehicle was deemed a total loss following a recent accident, only to find out that the adjuster's estimate was significantly lower than the actual market value of my vehicle. Despite my repeated requests, your team has failed to provide a fair settlement, leaving me to cover the financial burden of a loss that was entirely your company's responsibility to cover.""",19854.15,a photo of a car with damage,sample_11.jpg
1.0857448386394457,0.0763183314282908,0.4946975760500197,C8,8352,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,999,3,Manual,5,Power,4.697697812847947,3648,1619,1674,1339,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I am extremely disappointed and frustrated that my recent auto insurance claim was denied, despite providing all required documentation and evidence of the damage to my vehicle. The lack of transparency and communication from your company has made the entire process a nightmare, and I expect a more thorough review and reconsideration of my claim.""",2029.87,a photo of a car with damage,sample_12.jpg
0.3741636835412001,0.1454140003674583,0.5311332124927358,C9,3605,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1198,4,Automatic,5,Electric,4.848119193888947,3992,1743,1501,1412,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I am extremely dissatisfied with the settlement offer I received from your company after my recent accident. The amount offered was laughable and didn't even come close to covering the actual damages and expenses I incurred, leaving me feeling frustrated and disrespected.""",2958.36,a photo of a car with damage,sample_13.jpg
0.1649224596318143,0.1533828204941212,0.491438539872941,C9,26996,3,C2,M4,Diesel,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1495,4,Automatic,6,Power,5.203556060601697,4299,1790,1636,1719,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,1,"""I am extremely dissatisfied with the handling of my recent auto insurance claim, as my totaled vehicle was deemed a total loss and I was offered a paltry settlement that barely covers the cost of the repair estimate, let alone the emotional distress and inconvenience I've endured.""",25644.2,a photo of a car with damage,sample_14.jpg
1.1568555693095213,0.0158467272544802,0.2944525715145701,C9,34608,1,C1,M5,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1198,4,Automatic,5,Electric,4.851581745176423,3990,1743,1501,1409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely dissatisfied with the settlement offer I received from your company, which was a paltry 20% of the total damage to my vehicle, despite the extensive repairs required. I expect a more reasonable and fair settlement, especially considering the excellent driving record I've maintained with your company for the past 5 years.""",2694.06,a photo of a car with damage,sample_15.jpg
1.1651263644054293,0.1458971559052817,0.7397370301122201,C8,5325,3,C2,M4,Diesel,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1495,4,Automatic,6,Power,5.199453754003762,4299,1790,1635,1719,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,1,"""I am extremely dissatisfied with the settlement offer I received from your company after my recent car accident. Despite the significant damage to my vehicle and medical expenses, the offer was woefully inadequate and did not even come close to covering the full extent of my losses.""",5767.54,a photo of a car with damage,sample_16.jpg
1.073072476278993,0.0336861697407724,0.4486128041178731,C8,26805,1,B2,M6,Petrol,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.798034492937634,3845,1734,1530,1337,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,1,"""I am writing to express my extreme dissatisfaction with the handling of my recent auto insurance claim, which was deemed a total loss despite my car being only 3 years old and having a clean driving record. The adjuster's decision to declare it a total loss was arbitrary and unfair, and I demand a more thorough review of the situation.""",12181.23,a photo of a car with damage,sample_17.jpg
1.1692924680215353,0.1167402997214189,0.3470551490883584,C5,3403,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1199,4,Automatic,5,Electric,4.849717432009677,3995,1744,1500,1411,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely disappointed and frustrated with my experience with XYZ Insurance Company, as they have deemed my vehicle a total loss after a recent accident, despite my attempts to negotiate a settlement and repair the damage. The lack of transparency and fairness in their decision-making process has left me feeling undervalued and unappreciated as a customer.""",13091.85,a photo of a car with damage,sample_18.jpg
0.308783460112049,0.0242876519308878,0.4773492097614638,C9,3761,1,C1,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1199,4,Automatic,5,Electric,4.849782971609879,3991,1742,1500,1411,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely disappointed with the settlement offer I received from your company, which is nowhere near the amount I was expecting and doesn't even cover half of the damages to my vehicle after the recent accident. I demand a more reasonable and fair settlement that reflects the actual value of my losses.""",4077.92,a photo of a car with damage,sample_19.jpg
0.1021610027148851,0.0684726164985446,0.3901361270366475,C3,26722,1,C1,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1198,4,Automatic,5,Electric,4.853023952215705,3990,1744,1500,1409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I am extremely dissatisfied with the settlement offer I received from your company after my recent car accident, as it does not even come close to covering the full extent of my damages and expenses. I demand a more reasonable and fair settlement that takes into account the actual costs I've incurred and the impact the accident has had on my daily life.""",2992.88,a photo of a car with damage,sample_20.jpg
1.071228964783281,0.0060259227586715,0.3218698803527819,C5,5796,1,A,M1,CNG,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,795,3,Manual,5,Power,4.598813069379268,3443,1514,1475,1185,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0,1,"""I am extremely dissatisfied with the unacceptable delay in processing my recent auto insurance claim. Despite submitting all necessary documents and following up multiple times, I'm still waiting for a resolution after over six weeks, which is unacceptable and causing me significant financial stress.""",1710.32,a photo of a car with damage,sample_21.jpg
1.029407374166653,0.1401588011083631,0.3064252316871731,C8,8675,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,999,3,Manual,5,Power,4.695202249447339,3649,1618,1675,1341,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I'm extremely disappointed and frustrated with the denial of my recent auto insurance claim, despite providing all necessary documentation and evidence to support my damages. I expect a fair and just handling of my claim, and I demand a reconsideration of my claim and a prompt resolution to this issue.""",1737.74,a photo of a car with damage,sample_22.jpg
0.2086126041665615,-0.0022434090477517,0.3145815768144319,C5,5484,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,997,3,Manual,5,Power,4.697144707945959,3649,1617,1676,1340,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I am extremely dissatisfied with the recent denial of my auto insurance claim, which was unfairly rejected despite having paid my premiums on time and following all the necessary procedures. I expect a fair and just resolution to this matter, and I demand a thorough review of my case to ensure that I receive the compensation I am entitled to.""",1176.15,a photo of a car with damage,sample_23.jpg
1.0091214450521684,0.022502712546625,0.3362680829256529,C3,3951,1,A,M1,CNG,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,798,3,Manual,5,Power,4.597563618334426,3443,1514,1476,1183,No,No,No,No,No,No,No,Yes,No,No,No,Yes,5,1,"""I am extremely dissatisfied with the recent denial of my auto insurance claim, despite providing all necessary documentation and evidence of the damages to my vehicle. The lack of transparency and communication from your company has been frustrating and unprofessional, leaving me feeling like I'm being treated unfairly and without any recourse.""",2057.63,a photo of a car with damage,sample_24.jpg
0.3747515943587958,0.0206101125165556,0.7021625386530596,C9,26807,1,C1,M7,Diesel,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1198,4,Automatic,5,Electric,4.846448022020218,3992,1744,1499,1409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,1,"""I am writing to express my extreme dissatisfaction with the way my recent car insurance claim was handled. Despite my car being a total loss, the company is refusing to pay out the full value of the vehicle, citing'minor damage' and 'exaggerated claim' - a blatant attempt to deny me the compensation I am rightfully owed.""",14803.76,a photo of a car with damage,sample_25.jpg
1.0280247953008932,0.0104523027360108,0.5057398702614071,C8,8584,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,999,3,Manual,5,Power,4.697070153964828,3646,1620,1675,1343,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I am extremely disappointed with the unacceptable delay in processing my auto insurance claim, which has left me without a functioning vehicle for weeks and caused me significant inconvenience and financial hardship. Despite multiple follow-ups, I have yet to receive a clear timeline for when I can expect my claim to be resolved.""",1047.85,a photo of a car with damage,sample_26.jpg
0.6995194141793964,0.0144172466763777,0.5244168171337753,C3,5973,1,A,M1,CNG,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.600342914496016,3443,1514,1476,1184,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0,1,"""I am extremely dissatisfied with the recent denial of my auto insurance claim, which was unfairly rejected despite providing all required documentation and evidence of the damage to my vehicle. The lack of transparency and unexplained decision-making has caused me significant financial stress and frustration, and I demand a review and reconsideration of my claim immediately.""",1172.94,a photo of a car with damage,sample_27.jpg
0.5713492727589672,0.0323312550931213,0.7029671696042634,C8,8303,1,B2,M6,Petrol,1.2 L K12N Dualjet,2,No,Yes,No,Yes,Yes,Drum,1000,4,Automatic,5,Electric,4.800483244365307,3844,1735,1514,1333,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,1,"""I am extremely dissatisfied with the handling of my recent auto insurance claim, which was deemed a total loss despite the fact that I had paid my premiums on time and had a clean driving record. The insurance company's lack of transparency and unwillingness to negotiate a fair settlement has left me feeling frustrated and betrayed.""",18477.87,a photo of a car with damage,sample_28.jpg
0.98386282679076,0.0677662629119186,0.3701701052823542,C5,8249,2,A,M3,Petrol,1.0 SCe,2,No,No,No,No,Yes,Drum,997,3,Automatic,5,Electric,4.9976211749833945,3726,1578,1489,1164,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2,1,"""I'm extremely dissatisfied with the unacceptable delay in processing my recent auto insurance claim, which has left me without a functioning vehicle for weeks and caused me significant inconvenience and financial hardship. I expect a prompt and courteous resolution to this issue, including a fair settlement and a plan to prevent similar delays in the future.""",2398.5,a photo of a car with damage,sample_29.jpg
0.1940160349428255,0.2059712722603258,0.3394457083446839,C2,27156,3,C2,M4,Diesel,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1495,4,Automatic,6,Power,5.200385224773178,4300,1790,1634,1719,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,1,"""I am extremely dissatisfied with the handling of my recent auto insurance claim, as my vehicle was deemed a total loss despite being only 6 months old and having a clean driving record. The adjuster refused to provide a reasonable settlement offer, leaving me with a financial burden and a damaged reputation for the company.""",21232.34,a photo of a car with damage,sample_30.jpg
1.1385480504070984,0.1396775986617397,0.4899127865408363,C9,8212,1,B1,M8,CNG,K10C,2,No,Yes,No,Yes,No,Drum,1000,4,Manual,5,Power,4.698927851791058,3650,1618,1676,1340,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I'm extremely disappointed and frustrated that my recent auto insurance claim was denied, despite providing all necessary documentation and evidence of the damage to my vehicle. The lack of transparency and communication from your company has left me feeling unheard and undervalued as a customer.""",1764.37,a photo of a car with damage,sample_31.jpg
0.7266473034016007,0.0179685687835584,0.3829751075326484,C3,15880,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1199,4,Automatic,5,Electric,4.847528373479783,3989,1743,1499,1410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely dissatisfied with my experience with XYZ Auto Insurance, as they refused to cover my totaled vehicle, citing a minor scratch on the bumper as a reason to deny my claim. Despite providing extensive documentation and evidence of the accident, I was left with no choice but to pay out-of-pocket for a new vehicle, feeling frustrated and betrayed by the lack of support from your company.""",14951.73,a photo of a car with damage,sample_32.jpg
0.5851793601730788,0.0318628953730217,0.3848539970957892,C8,8103,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.697790457498777,3648,1619,1673,1340,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I'm extremely dissatisfied with the lack of promptness in processing my recent auto insurance claim. Despite submitting all necessary documents over a week ago, I've yet to receive a response or any updates on the status of my claim, leaving me feeling frustrated and concerned about the delay.""",1608.32,a photo of a car with damage,sample_33.jpg
1.1234963928513058,0.0260988385253109,0.3780048732276814,C8,5462,1,B2,M6,Petrol,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1198,4,Manual,5,Electric,4.798960868162376,3846,1734,1530,1333,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,1,"""I am extremely dissatisfied with the way my recent auto insurance claim was handled. Despite providing all necessary documentation and cooperating fully, my vehicle was deemed a total loss and I was offered a settlement that is nowhere near the actual value of the vehicle, causing me significant financial stress and frustration.""",13155.14,a photo of a car with damage,sample_34.jpg
1.1343306914426987,0.0259600482610144,0.3785905485722513,C5,3919,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.849187541676736,3989,1746,1500,1416,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely dissatisfied with the way my recent claim was handled, as my totaled vehicle was deemed a total loss without any effort to repair it, leaving me stranded and without a reliable mode of transportation. The lack of communication and empathy from the insurance company has been appalling, making this already stressful situation even more frustrating.""",14901.99,a photo of a car with damage,sample_35.jpg
1.0657977202913216,0.0515977884812576,0.3173722938708947,C10,26813,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.847758543539846,3992,1745,1500,1416,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely dissatisfied with the way my recent auto insurance claim was handled, as my totaled vehicle was deemed a total loss and I was offered a ridiculously low settlement, leaving me to foot the bill for the remaining balance. I expect a more reasonable and fair settlement for the damage, especially considering I've been a loyal customer for over 10 years.""",12934.52,a photo of a car with damage,sample_36.jpg
0.302004068240312,0.0275706103420048,0.4749467334183394,C10,34609,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1198,4,Automatic,5,Electric,4.84929480752354,3988,1742,1500,1411,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I'm extremely dissatisfied with the way your company handled my recent claim for my totaled vehicle. Despite providing all necessary documentation and evidence, I've been left waiting for weeks to receive a fair settlement and still haven't received a resolution.""",13654.52,a photo of a car with damage,sample_37.jpg
0.896709499920214,0.0670259518439678,0.5585189321591881,C14,3608,3,C2,M4,Diesel,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1492,4,Automatic,6,Power,5.197677285951986,4300,1790,1635,1719,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,1,"""I am extremely dissatisfied with the settlement offer I received from your company after filing a claim, which is significantly lower than the actual damage to my vehicle and does not cover the full extent of my losses. I believe a more reasonable and fair offer would be necessary to compensate me for the inconvenience and financial burden this has caused.""",6261.92,a photo of a car with damage,sample_38.jpg
0.1267114543865866,0.0081284461627834,0.5092637091758881,C2,34565,1,C1,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1199,4,Automatic,5,Electric,4.846808979764322,3991,1744,1500,1410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I am writing to express my extreme disappointment and frustration with the way my recent auto insurance claim was handled. After being told that my totaled vehicle was a total loss, I was shocked to receive a settlement offer that was significantly lower than the actual value of the vehicle, leaving me to foot the bill for the difference.""",17596.04,a photo of a car with damage,sample_39.jpg
0.0600294895137734,0.1522974398752737,0.3547423646282087,C16,73590,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.699232193265626,3643,1618,1673,1341,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I'm extremely frustrated with the unacceptable delay in processing my recent auto insurance claim, which has left me without a functioning vehicle for weeks and causing me significant inconvenience and financial stress. I expect a more efficient and responsive service from my insurance provider, especially considering I've been a loyal customer for over 10 years.""",1722.48,a photo of a car with damage,sample_40.jpg
0.1357463334325996,0.0333350747713256,0.3558177948322999,C3,3841,1,B2,M7,Petrol,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1196,4,Automatic,5,Electric,4.848240866009958,3987,1745,1499,1409,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1,"""I am extremely dissatisfied with the settlement offer I received from your company after my recent car accident, as it does not even cover half of the damages to my vehicle, let alone my medical expenses and lost wages. I expect a more reasonable and fair settlement, and I request that you reconsider your offer and provide a more substantial compensation.""",3038.88,a photo of a car with damage,sample_41.jpg
0.7512028725643031,0.0016511275272722,0.6018221775557905,C9,5413,1,A,M1,CNG,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.598670354231346,3448,1514,1476,1185,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0,1,"""I'm extremely dissatisfied with the unacceptable delay in processing my recent auto insurance claim, which has left me stuck with repair costs and without a functioning vehicle for weeks. Despite numerous calls and emails, your company has failed to provide a clear timeline for resolution, leaving me feeling frustrated and disrespected as a customer.""",1617.75,a photo of a car with damage,sample_42.jpg
0.2489624581887962,0.1330502411269297,0.3737372903290586,C8,8450,1,B2,M3,Petrol,K Series Dual jet,2,No,Yes,No,Yes,Yes,Drum,1196,4,Automatic,5,Electric,4.800293899156473,3844,1734,1530,1335,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,1,"""I am extremely dissatisfied with the settlement offer I received from your company after reporting a recent accident, as it fails to cover even half of the damages to my vehicle, leaving me with a significant financial burden. I expect a more reasonable and fair settlement, and I demand a review of my case to rectify this unacceptable situation.""",3096.75,a photo of a car with damage,sample_43.jpg
0.6155935565455392,0.115279555710841,0.5846758825902806,C7,5397,1,A,M1,CNG,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,1000,3,Manual,5,Power,4.599261915418773,3439,1515,1475,1185,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0,1,"""I am extremely dissatisfied with the recent denial of my auto insurance claim, despite providing all required documentation and evidence of the damage to my vehicle. The lack of transparency and unresponsiveness from your company has caused me significant stress and financial hardship, and I demand a reconsideration of my claim.""",2183.6,a photo of a car with damage,sample_44.jpg
0.2993949399694088,0.14798177634464,0.44390247121977,C9,8298,1,B1,M8,CNG,K10C,2,No,No,No,Yes,No,Drum,997,3,Manual,5,Power,4.694388049350017,3651,1619,1675,1342,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,1,"""I am extremely dissatisfied with the denial of my recent auto insurance claim, despite providing all necessary documentation and evidence of the damages to my vehicle. I expect a more thorough and fair review of my claim, and I demand a reconsideration of my application to ensure I receive the compensation I am entitled to.""",1211.13,a photo of a car with damage,sample_45.jpg
